Region,RE or Non-RE,Group Technology,Year,Electricity Installed Capacity (MW),Electricity Generation (GWh),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M)
Oceania,Total Renewable,Geothermal energy,2013,890.1,7115.4,,0.38799711815561966,0.41000000000000003
Oceania,Total Renewable,Geothermal energy,2014,1016.1,7876.0,,0.04396825396825396,0.05
Oceania,Total Renewable,Geothermal energy,2015,1040.1,8432.6,,,
Oceania,Total Renewable,Geothermal energy,2016,1035.1,8389.2,,,
Oceania,Total Renewable,Geothermal energy,2017,1035.1,8403.686999999998,,0.6830034234578296,0.68
Oceania,Total Renewable,Geothermal energy,2018,1059.1,8319.442,,0.004284849707484366,
Oceania,Total Renewable,Geothermal energy,2019,1059.1,8356.967,,0.019690303923984312,0.02
Oceania,Total Renewable,Geothermal energy,2020,1093.1,8399.585,,,
Oceania,Total Renewable,Geothermal energy,2021,1093.1,8542.391,,,
Oceania,Total Renewable,Geothermal energy,2022,1100.1,8639.580999999998,,,
Oceania,Total Renewable,Geothermal energy,2023,1100.1,8319.609,,,
Oceania,Total Renewable,Geothermal energy,2024,1326.5,,,,
Oceania,Total Renewable,Marine energy,2000,,,,,
Oceania,Total Renewable,Marine energy,2001,,,,,
Oceania,Total Renewable,Marine energy,2002,,,,,
Oceania,Total Renewable,Marine energy,2003,,,,,
Oceania,Total Renewable,Marine energy,2004,,,,,
Oceania,Total Renewable,Marine energy,2005,,,,,
Oceania,Total Renewable,Marine energy,2006,,,,,
Oceania,Total Renewable,Marine energy,2007,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2008,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2009,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2010,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2011,1.004,0.001,,,
Oceania,Total Renewable,Marine energy,2012,1.04,0.001,,,
Oceania,Total Renewable,Marine energy,2013,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2014,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2015,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2016,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2017,1.0,0.001,,,
Oceania,Total Renewable,Marine energy,2018,,,,,
Oceania,Total Renewable,Marine energy,2019,0.002,,,,
Oceania,Total Renewable,Marine energy,2020,0.004,,,,
Oceania,Total Renewable,Marine energy,2021,0.004,,,,
Oceania,Total Renewable,Marine energy,2022,0.004,,,,
Oceania,Total Renewable,Marine energy,2023,0.004,,,,
Oceania,Total Renewable,Bioenergy,2000,547.454,2097.704,,,
Oceania,Total Renewable,Bioenergy,2001,700.4939999999999,2165.5020000000004,,,
Oceania,Total Renewable,Bioenergy,2002,740.7939999999999,2288.6360000000004,,,
Oceania,Total Renewable,Bioenergy,2003,792.7939999999999,2248.076,,,
Oceania,Total Renewable,Bioenergy,2004,862.5999999999999,2552.703,,,
Oceania,Total Renewable,Bioenergy,2005,936.5999999999999,4628.141,,,
Oceania,Total Renewable,Bioenergy,2006,1013.8999999999999,4773.478,,,
Oceania,Total Renewable,Bioenergy,2007,1030.8999999999999,4791.011,,,
Oceania,Total Renewable,Bioenergy,2008,986.9399999999998,5427.733,,,
Oceania,Total Renewable,Bioenergy,2009,1021.0149999999999,3667.078,,0.01332267519317879,0.01
Oceania,Total Renewable,Bioenergy,2010,1026.021,3635.9320000000002,,0.23067699426617042,0.23
Oceania,Total Renewable,Bioenergy,2011,1031.7269999999999,2955.9060000000004,,,
Oceania,Total Renewable,Bioenergy,2012,1034.639,3930.166,,,
Oceania,Total Renewable,Bioenergy,2013,1026.551,4055.693,,,
Oceania,Total Renewable,Bioenergy,2014,1037.807,4432.268000000001,,,
Oceania,Total Renewable,Bioenergy,2015,1043.767,4533.248,,0.0198442597074608,0.02
Oceania,Total Renewable,Bioenergy,2016,1078.767,4622.261000000001,,,
Oceania,Total Renewable,Bioenergy,2017,1094.245,4405.736999999999,,0.5734433905630928,0.56
Oceania,Total Renewable,Bioenergy,2018,1094.245,4415.338,,0.07130036439354503,0.08
Oceania,Total Renewable,Bioenergy,2019,1094.2479999999998,4417.034000000001,,0.0009858484956594125,
Oceania,Total Renewable,Bioenergy,2020,1095.9859999999999,4280.072999999999,,,
Oceania,Total Renewable,Bioenergy,2021,1103.687,4285.222,,,
Oceania,Total Renewable,Bioenergy,2022,1103.689,4099.821,,0.138,0.13
Oceania,Total Renewable,Bioenergy,2023,1103.683,3974.2920000000004,,,
Oceania,Total Renewable,Bioenergy,2024,1188.753,,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2000,12385.507,42830.4,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2001,12454.707,40211.757000000005,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2002,12559.762,42622.229,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2003,12557.942000000001,41635.761,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2004,12639.767,45148.235,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2005,13246.762999999999,40440.65900000001,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2006,13249.575,41369.36899999999,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2007,13257.575,40062.868,,10.715404392072845,12.71
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2008,13288.575,36407.214,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2009,13245.175000000001,38030.51800000001,,102.7749229188078,105.31
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2010,13248.962000000001,40145.98200000001,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2011,13323.992000000002,43748.612,,40.25194370632811,41.25
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2012,13381.992000000002,38936.062,,1.4811960302835303,1.51
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2013,13390.701000000001,43277.994999999995,,6.5133155164615975,6.7
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2014,13390.501000000002,44425.57000000001,,34.45529631175039,35.29
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2015,13408.501000000002,39624.292,,13.527551683126482,13.790000000000001
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2016,13407.154,42720.49,,,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2017,13412.764,43036.211,,167.8813872920312,175.41
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2018,13665.123999999998,44008.024000000005,,5.176637993274764,5.199999999999999
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2019,13677.498,43269.52599999999,,49.83282616498057,51.47
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2020,13680.578,41121.337000000014,,0.6360911491218,0.64
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2021,13680.578,41178.452000000005,,1.003413948849861,1.1099999999999999
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2022,13745.704,44786.636999999995,,35.49322,42.35000000000001
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2023,13811.704,44326.98100000001,,4.9282643340367995,
Oceania,Total Renewable,Hydropower (excl. Pumped Storage),2024,14163.284,,,,
Oceania,Total Renewable,Multiple renewables*,2002,,,,0.06100865902176457,0.06
Oceania,Total Renewable,Multiple renewables*,2003,,,,0.04205507221893741,0.05
Oceania,Total Renewable,Multiple renewables*,2004,,,,0.04935435131228295,0.060000000000000005
Oceania,Total Renewable,Multiple renewables*,2005,,,,15.819900713966979,16.97
Oceania,Total Renewable,Multiple renewables*,2007,,,,1.7841468452548883,1.91
Oceania,Total Renewable,Multiple renewables*,2008,,,,0.20903414458286393,0.22
Oceania,Total Renewable,Multiple renewables*,2009,,,,0.479731833972371,0.55
Oceania,Total Renewable,Multiple renewables*,2010,,,,1.4705016715707666,1.63
Oceania,Total Renewable,Multiple renewables*,2011,,,,8.064955127217228,8.51
Oceania,Total Renewable,Multiple renewables*,2012,,,,9.724014495549786,10.42
Oceania,Total Renewable,Multiple renewables*,2013,,,,14.91767320092181,17.47
Oceania,Total Renewable,Multiple renewables*,2014,,,,31.352094507033357,33.099999999999994
Oceania,Total Renewable,Multiple renewables*,2015,,,,39.434922453367726,41.43000000000001
Oceania,Total Renewable,Multiple renewables*,2016,,,,8.142783154281187,8.62
Oceania,Total Renewable,Multiple renewables*,2017,,,,61.29082066081114,65.47000000000001
Oceania,Total Renewable,Multiple renewables*,2018,,,,48.79966083210696,50.94
Oceania,Total Renewable,Multiple renewables*,2019,,,,37.25669257621519,39.71
Oceania,Total Renewable,Multiple renewables*,2020,,,,8.252822882005518,8.52
Oceania,Total Renewable,Multiple renewables*,2021,,,,11.065459560527449,11.409999999999998
Oceania,Total Renewable,Multiple renewables*,2022,,,,9.853924,10.33
Oceania,Total Renewable,Multiple renewables*,2023,,,,49.53642955176029,
Oceania,Total Renewable,Solar energy,2000,25.960000000000004,39.51500000000001,,,
Oceania,Total Renewable,Solar energy,2001,30.427000000000003,46.20000000000002,,,
Oceania,Total Renewable,Solar energy,2002,35.584,52.437000000000005,,,
Oceania,Total Renewable,Solar energy,2003,41.14399999999999,61.648,,,
Oceania,Total Renewable,Solar energy,2004,48.34899999999999,71.91900000000001,,0.26169501966907244,0.31
Oceania,Total Renewable,Solar energy,2005,54.78799999999999,82.43100000000001,,1.0329942387251705,1.12
Oceania,Total Renewable,Solar energy,2006,64.20099999999998,94.94500000000002,,0.4694427558257346,0.5
Oceania,Total Renewable,Solar energy,2007,79.165,116.95400000000004,,,
Oceania,Total Renewable,Solar energy,2008,91.94100000000002,135.71999999999997,,,
Oceania,Total Renewable,Solar energy,2009,339.93800000000005,170.74099999999996,,41.439333331252286,45.89
Oceania,Total Renewable,Solar energy,2010,1101.3649999999996,403.802,,5.667490729639402,6.5600000000000005
Oceania,Total Renewable,Solar energy,2011,1441.3990000000001,1413.444,,14.409294000198962,15.07
Oceania,Total Renewable,Solar energy,2012,2541.992,2358.1529999999993,,10.764528947298594,11.469999999999999
Oceania,Total Renewable,Solar energy,2013,3356.036,3520.6040000000003,,32.881991482775234,34.09
Oceania,Total Renewable,Solar energy,2014,4207.67,4084.6980000000012,,44.76569140446376,46.54
Oceania,Total Renewable,Solar energy,2015,5173.393,5165.557000000001,,41.603602373233564,42.92000000000001
Oceania,Total Renewable,Solar energy,2016,6061.816,6440.01,,45.63250409099928,47.01
Oceania,Total Renewable,Solar energy,2017,7467.2400000000025,8353.638000000003,,51.091765646146726,54.050000000000004
Oceania,Total Renewable,Solar energy,2018,11421.459000000003,10279.414999999997,,26.952281353823185,27.87
Oceania,Total Renewable,Solar energy,2019,15822.110000000004,15306.794000000002,,52.39758362800886,54.300000000000004
Oceania,Total Renewable,Solar energy,2020,20202.170999999995,21566.15000000001,,12.21134378153528,12.620000000000001
Oceania,Total Renewable,Solar energy,2021,24929.708999999988,28345.731000000003,,30.69217019857954,0.47000000000000003
Oceania,Total Renewable,Solar energy,2022,29605.24,35491.551,,42.388783,46.12
Oceania,Total Renewable,Solar energy,2023,31529.52,42945.29799999999,,11.200597010531546,
Oceania,Total Renewable,Solar energy,2024,36950.79099999998,,,,
Oceania,Total Renewable,Wind energy,2000,73.00500000000001,185.46699999999998,,,
Oceania,Total Renewable,Wind energy,2001,116.545,355.999,,,
Oceania,Total Renewable,Wind energy,2002,165.745,527.3280000000001,,,
Oceania,Total Renewable,Wind energy,2003,273.40500000000003,854.841,,,
Oceania,Total Renewable,Wind energy,2004,567.91,1078.528,,,
Oceania,Total Renewable,Wind energy,2005,930.91,1516.6139999999998,,,
Oceania,Total Renewable,Wind energy,2006,1016.41,2363.3979999999997,,,
Oceania,Total Renewable,Wind energy,2007,1611.7329999999997,3581.383,,0.003807355829316193,
Oceania,Total Renewable,Wind energy,2008,1808.9279999999999,4192.403000000001,,,
Oceania,Total Renewable,Wind energy,2009,2266.878,5354.41,,0.002381956155143339,
Oceania,Total Renewable,Wind energy,2010,2454.7580000000003,6752.811,,,
Oceania,Total Renewable,Wind energy,2011,2801.0430000000006,8096.959000000001,,,
Oceania,Total Renewable,Wind energy,2012,3235.0430000000006,9118.17,,,
Oceania,Total Renewable,Wind energy,2013,3895.0540000000005,10045.331000000002,,9.746835443037975,10.01
Oceania,Total Renewable,Wind energy,2014,4531.154,12531.47,,,
Oceania,Total Renewable,Wind energy,2015,5059.165,13906.857,,,
Oceania,Total Renewable,Wind energy,2016,5425.44,14594.957999999999,,,
Oceania,Total Renewable,Wind energy,2017,6150.165,14740.560000000001,,45.98402235058525,51.64
Oceania,Total Renewable,Wind energy,2018,7153.090999999999,17295.809,,,
Oceania,Total Renewable,Wind energy,2019,8626.480999999998,20036.778000000006,,0.15889830508474576,0.16
Oceania,Total Renewable,Wind energy,2020,10952.480999999998,22760.178999999996,,,
Oceania,Total Renewable,Wind energy,2021,11523.480999999998,27226.928000000007,,,
Oceania,Total Renewable,Wind energy,2022,12988.610999999999,32022.140000000003,,0.0215,0.02
Oceania,Total Renewable,Wind energy,2023,14028.610999999999,34709.20099999999,,,
Oceania,Total Renewable,Wind energy,2024,16625.611,,,,
Oceania,Total Non-Renewable,Pumped storage,2000,1490.0,360.0,,,
Oceania,Total Non-Renewable,Pumped storage,2001,1490.0,370.0,,,
Oceania,Total Non-Renewable,Pumped storage,2002,1490.0,177.0,,,
Oceania,Total Non-Renewable,Pumped storage,2003,1490.0,216.0,,,
Oceania,Total Non-Renewable,Pumped storage,2004,1416.0,221.0,,,
Oceania,Total Non-Renewable,Pumped storage,2005,810.0,303.0,,,
Oceania,Total Non-Renewable,Pumped storage,2006,810.0,103.0,,,
Oceania,Total Non-Renewable,Pumped storage,2007,810.0,178.0,,,
Oceania,Total Non-Renewable,Pumped storage,2008,810.0,148.0,,,
Oceania,Total Non-Renewable,Pumped storage,2009,810.0,67.0,,,
Oceania,Total Non-Renewable,Pumped storage,2010,810.0,47.0,,,
Oceania,Total Non-Renewable,Pumped storage,2011,810.0,113.0,,,
Oceania,Total Non-Renewable,Pumped storage,2012,810.0,104.0,,,
Oceania,Total Non-Renewable,Pumped storage,2013,810.0,154.0,,,
Oceania,Total Non-Renewable,Pumped storage,2014,810.0,83.0,,,
Oceania,Total Non-Renewable,Pumped storage,2015,810.0,121.0,,,
Oceania,Total Non-Renewable,Pumped storage,2016,810.0,297.0,,,
Oceania,Total Non-Renewable,Pumped storage,2017,810.0,248.0,,,
Oceania,Total Non-Renewable,Pumped storage,2018,810.0,217.0,,,
Oceania,Total Non-Renewable,Pumped storage,2019,810.0,365.0,,,
Oceania,Total Non-Renewable,Pumped storage,2020,810.0,385.625,,,
Oceania,Total Non-Renewable,Pumped storage,2021,810.0,439.148,,,
Oceania,Total Non-Renewable,Pumped storage,2022,810.0,713.924,,,
Oceania,Total Non-Renewable,Pumped storage,2023,810.0,895.913,,,
Oceania,Total Non-Renewable,Pumped storage,2024,810.0,,,,
Oceania,Total Non-Renewable,Fossil fuels,2000,40898.873000000014,209013.13199999998,,14.928082157541086,
Oceania,Total Non-Renewable,Fossil fuels,2001,41510.303000000014,226214.94799999995,,19.53101998060902,
Oceania,Total Non-Renewable,Fossil fuels,2002,44021.93300000001,227597.70799999993,,11.668576035939546,
Oceania,Total Non-Renewable,Fossil fuels,2003,45157.22300000002,221610.57600000003,,0.2656855151606577,
Oceania,Total Non-Renewable,Fossil fuels,2004,45359.88200000002,227157.707,,6.3635793282561846,
Oceania,Total Non-Renewable,Fossil fuels,2005,44515.37400000002,229706.855,,13.466151087936428,
Oceania,Total Non-Renewable,Fossil fuels,2006,44887.15700000003,232821.499,,5.794096522729263,
Oceania,Total Non-Renewable,Fossil fuels,2007,47681.50200000002,243280.14900000006,,34.84400821281914,
Oceania,Total Non-Renewable,Fossil fuels,2008,48247.090000000026,245138.07399999996,,0.6982694715752567,
Oceania,Total Non-Renewable,Fossil fuels,2009,50589.13000000001,248538.33400000003,,,
Oceania,Total Non-Renewable,Fossil fuels,2010,53582.407000000014,250015.68199999997,,0.5588498683111256,
Oceania,Total Non-Renewable,Fossil fuels,2011,54386.43700000001,245379.69700000001,,0.006082580115036977,
Oceania,Total Non-Renewable,Fossil fuels,2012,54589.34000000002,244234.30600000004,,20.116962133558665,
Oceania,Total Non-Renewable,Fossil fuels,2013,54249.53200000002,235219.51500000007,,4.666963877165057,
Oceania,Total Non-Renewable,Fossil fuels,2014,55069.42500000001,228609.92100000003,,8.169602866527322,
Oceania,Total Non-Renewable,Fossil fuels,2015,60014.24500000001,234743.62899999993,,8.639888852206449,
Oceania,Total Non-Renewable,Fossil fuels,2016,57768.14000000002,234297.50199999998,,,
Oceania,Total Non-Renewable,Fossil fuels,2017,55073.64200000002,233973.44599999997,,0.08138903960933261,
Oceania,Total Non-Renewable,Fossil fuels,2018,55560.83000000002,232292.72200000004,,,
Oceania,Total Non-Renewable,Fossil fuels,2019,55370.41300000002,228078.66600000003,,,
Oceania,Total Non-Renewable,Fossil fuels,2020,56806.17700000002,221743.99300000005,,4.795963914174252,
Oceania,Total Non-Renewable,Fossil fuels,2021,57256.09000000001,210405.979,,0.04803297769156159,
Oceania,Total Non-Renewable,Fossil fuels,2022,57476.57200000002,201632.909,,4.603163,
Oceania,Total Non-Renewable,Fossil fuels,2023,57419.499,194721.877,,2.6135572426641716,
Oceania,Total Non-Renewable,Fossil fuels,2024,58853.985,,,,
Oceania,Total Non-Renewable,Nuclear,2006,,,,0.018456772334293946,
Oceania,Total Non-Renewable,Nuclear,2007,,,,0.0821170266669821,
Oceania,Total Non-Renewable,Nuclear,2008,,,,0.022052525730509878,
Oceania,Total Non-Renewable,Nuclear,2009,,,,0.03951205747747635,
Oceania,Total Non-Renewable,Nuclear,2010,,,,0.08399842884548184,
Oceania,Total Non-Renewable,Nuclear,2011,,,,0.006982581967213114,
Oceania,Total Non-Renewable,Nuclear,2015,,,,0.025732816098921082,
Oceania,Total Non-Renewable,Nuclear,2017,,,,0.0742125752034918,
Oceania,Total Non-Renewable,Nuclear,2020,,,,4.381416724257083,
Oceania,Total Non-Renewable,Other non-renewable energy,2000,,67.0,1610.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2001,,51.0,1213.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2002,19.0,100.0,2392.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2003,19.0,90.0,2169.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2004,19.0,89.0,2130.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2005,21.0,81.0,1947.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2006,21.0,76.0,1831.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2007,21.0,57.0,1359.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2008,21.0,60.0,1441.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2009,19.0,57.0,1368.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2010,19.0,61.0,1468.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2011,19.0,50.0,1188.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2012,19.0,38.0,907.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2013,16.0,47.0,1136.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2014,16.0,51.0,1217.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2015,16.0,52.0,1259.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2016,16.0,55.0,1309.0,,
Oceania,Total Non-Renewable,Other non-renewable energy,2017,16.0,49.722,1193.337,,
Oceania,Total Non-Renewable,Other non-renewable energy,2018,16.0,52.798,1267.154,,
Oceania,Total Non-Renewable,Other non-renewable energy,2019,16.0,48.623,1166.963,,
Oceania,Total Non-Renewable,Other non-renewable energy,2020,16.0,42.351,1016.434,,
Oceania,Total Non-Renewable,Other non-renewable energy,2021,16.0,46.138,1107.319,,
Oceania,Total Non-Renewable,Other non-renewable energy,2022,16.0,42.495,1019.873,,
Oceania,Total Non-Renewable,Other non-renewable energy,2023,16.45,34.945,838.683,,
Oceania,Total Non-Renewable,Other non-renewable energy,2024,35.45,,,,
Unspecified countries,Total Renewable,Geothermal energy,2002,,,,2.1362376651254587,
Unspecified countries,Total Renewable,Geothermal energy,2004,,,,4.3014091171379105,
Unspecified countries,Total Renewable,Geothermal energy,2008,,,,0.5539615938550168,
Unspecified countries,Total Renewable,Geothermal energy,2011,,,,1.1255369176309369,
Unspecified countries,Total Renewable,Geothermal energy,2015,,,,22.173283742662246,
Unspecified countries,Total Renewable,Geothermal energy,2016,,,,33.2517943690243,
Unspecified countries,Total Renewable,Geothermal energy,2017,,,,0.09062128876182099,
Unspecified countries,Total Renewable,Geothermal energy,2018,,,,0.7092939277788984,
Unspecified countries,Total Renewable,Geothermal energy,2019,,,,3.221693283745351,
Unspecified countries,Total Renewable,Geothermal energy,2020,,,,1.155157882516833,
Unspecified countries,Total Renewable,Geothermal energy,2021,,,,2.3380660329142393,
Unspecified countries,Total Renewable,Geothermal energy,2022,,,,3.7056119999999995,
Unspecified countries,Total Renewable,Geothermal energy,2023,,,,2.476238514548239,
Unspecified countries,Total Renewable,Bioenergy,2006,,,,1.7778696883852692,
Unspecified countries,Total Renewable,Bioenergy,2007,,,,1.3721301102851298,
Unspecified countries,Total Renewable,Bioenergy,2008,,,,0.5539615938550168,
Unspecified countries,Total Renewable,Bioenergy,2009,,,,0.9691826171874999,
Unspecified countries,Total Renewable,Bioenergy,2010,,,,0.9251534421298078,
Unspecified countries,Total Renewable,Bioenergy,2011,,,,1.466821670580892,
Unspecified countries,Total Renewable,Bioenergy,2012,,,,3.1226298347249797,
Unspecified countries,Total Renewable,Bioenergy,2013,,,,2.2678811039662863,
Unspecified countries,Total Renewable,Bioenergy,2014,,,,0.7854084644224599,
Unspecified countries,Total Renewable,Bioenergy,2015,,,,0.06770283068504683,
Unspecified countries,Total Renewable,Bioenergy,2017,,,,1.3178221390968985,
Unspecified countries,Total Renewable,Bioenergy,2022,,,,18.889285,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2000,,,,0.5841196417910094,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2001,,,,1.6595451870898918,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2002,,,,1.145167545986026,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2003,,,,0.668222817853397,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2004,,,,2.8004007379705445,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2008,,,,8.075264122074046,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2009,,,,0.6649320063066614,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2010,,,,12.22636220668858,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2011,,,,0.6998841189038308,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2012,,,,0.5268897315023571,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2013,,,,0.2389754816112084,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2015,,,,0.024217732884399552,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2016,,,,0.03240782302019878,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2017,,,,0.1084702927483037,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2018,,,,3.20561531622579,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2019,,,,4.1504444910828395,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2020,,,,36.0001414966886,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2021,,,,107.71720519546368,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2022,,,,3.251488,
Unspecified countries,Total Renewable,Hydropower (excl. Pumped Storage),2023,,,,0.23316294227188078,
Unspecified countries,Total Renewable,Multiple renewables*,2000,,,,17.51933217813511,
Unspecified countries,Total Renewable,Multiple renewables*,2001,,,,17.013309789491817,
Unspecified countries,Total Renewable,Multiple renewables*,2003,,,,0.6882182316498056,
Unspecified countries,Total Renewable,Multiple renewables*,2004,,,,0.944250157603336,
Unspecified countries,Total Renewable,Multiple renewables*,2005,,,,4.708927780949057,
Unspecified countries,Total Renewable,Multiple renewables*,2006,,,,0.30446527460692985,
Unspecified countries,Total Renewable,Multiple renewables*,2007,,,,1.093293414009382,
Unspecified countries,Total Renewable,Multiple renewables*,2008,,,,61.58110709340494,
Unspecified countries,Total Renewable,Multiple renewables*,2009,,,,203.71197802059788,
Unspecified countries,Total Renewable,Multiple renewables*,2010,,,,855.9501855090073,
Unspecified countries,Total Renewable,Multiple renewables*,2011,,,,328.6141289405398,
Unspecified countries,Total Renewable,Multiple renewables*,2012,,,,112.45586356649687,
Unspecified countries,Total Renewable,Multiple renewables*,2013,,,,193.41702101123389,
Unspecified countries,Total Renewable,Multiple renewables*,2014,,,,131.6920125541659,
Unspecified countries,Total Renewable,Multiple renewables*,2015,,,,163.39947452133688,
Unspecified countries,Total Renewable,Multiple renewables*,2016,,,,432.79023251345603,
Unspecified countries,Total Renewable,Multiple renewables*,2017,,,,688.2450833772087,
Unspecified countries,Total Renewable,Multiple renewables*,2018,,,,404.9532552214893,
Unspecified countries,Total Renewable,Multiple renewables*,2019,,,,540.6690030716056,
Unspecified countries,Total Renewable,Multiple renewables*,2020,,,,510.155821181231,
Unspecified countries,Total Renewable,Multiple renewables*,2021,,,,394.40984291267375,
Unspecified countries,Total Renewable,Multiple renewables*,2022,,,,1566.7052269777091,
Unspecified countries,Total Renewable,Multiple renewables*,2023,,,,801.4681634068763,
Unspecified countries,Total Renewable,Solar energy,2000,,,,3.3869031871186768,
Unspecified countries,Total Renewable,Solar energy,2001,,,,0.02619388094446292,
Unspecified countries,Total Renewable,Solar energy,2002,,,,3.781187655860349,
Unspecified countries,Total Renewable,Solar energy,2003,,,,0.15282785039622837,
Unspecified countries,Total Renewable,Solar energy,2004,,,,1.5201664162718131,
Unspecified countries,Total Renewable,Solar energy,2005,,,,0.017092141544117645,
Unspecified countries,Total Renewable,Solar energy,2008,,,,13.20297776906409,
Unspecified countries,Total Renewable,Solar energy,2009,,,,0.002216867469879518,
Unspecified countries,Total Renewable,Solar energy,2011,,,,5.055020765229344,
Unspecified countries,Total Renewable,Solar energy,2012,,,,53.07488732655602,
Unspecified countries,Total Renewable,Solar energy,2013,,,,1.3496172036748353,
Unspecified countries,Total Renewable,Solar energy,2014,,,,0.9953219866626855,
Unspecified countries,Total Renewable,Solar energy,2015,,,,38.353929874530266,
Unspecified countries,Total Renewable,Solar energy,2016,,,,613.019223599713,
Unspecified countries,Total Renewable,Solar energy,2017,,,,2.4236677175233696,
Unspecified countries,Total Renewable,Solar energy,2018,,,,90.68471836801675,
Unspecified countries,Total Renewable,Solar energy,2019,,,,78.43774292657936,
Unspecified countries,Total Renewable,Solar energy,2020,,,,8.086847717836488,
Unspecified countries,Total Renewable,Solar energy,2021,,,,64.9927793692764,
Unspecified countries,Total Renewable,Solar energy,2022,,,,63.12648,
Unspecified countries,Total Renewable,Solar energy,2023,,,,2.3283365233419246,
Unspecified countries,Total Renewable,Wind energy,2000,,,,0.22823349402347468,
Unspecified countries,Total Renewable,Wind energy,2001,,,,0.33513242993532494,
Unspecified countries,Total Renewable,Wind energy,2004,,,,1.9303139065204848,
Unspecified countries,Total Renewable,Wind energy,2006,,,,1.1378356940509915,
Unspecified countries,Total Renewable,Wind energy,2008,,,,1.8498702559576345,
Unspecified countries,Total Renewable,Wind energy,2012,,,,0.03951629432260709,
Unspecified countries,Total Renewable,Wind energy,2014,,,,0.036139730478830165,
